2025-08-30 14:28:32,270 - root - INFO - Starting training with config:
2025-08-30 14:28:32,270 - root - INFO - {
  "seed": 42,
  "device": "cpu",
  "train_dir": "P:/PycharmProjects/pythonProject1/dataset",
  "dev_dir": "P:/PycharmProjects/pythonProject1/devDataset",
  "test_dir": "P:/PycharmProjects/pythonProject1/testDataset",
  "segment_length": 3.0,
  "sampling_rate": 16000,
  "batch_size": 32,
  "num_workers": 4,
  "chaotic_feature_dim": 64,
  "chaotic_dim": 3,
  "trajectory_points": 100,
  "embedding_dim": 256,
  "use_chaotic_embedding": true,
  "use_attractor_pooling": true,
  "system_type": "lorenz",
  "num_epochs": 100,
  "learning_rate": 0.001,
  "weight_decay": 1e-05,
  "lr_patience": 5,
  "ce_weight": 1.0,
  "triplet_weight": 0.1,
  "triplet_margin": 0.2,
  "log_dir": "logs",
  "checkpoint_dir": "checkpoints",
  "output_dir": "output",
  "plot_dir": "plots",
  "log_interval": 10,
  "checkpoint_interval": 5,
  "plot_interval": 5,
  "resume_checkpoint": null,
  "visualize_embeddings": true,
  "max_delay": 100,
  "max_dim": 10,
  "delay_method": "autocorr",
  "mlsa_scales": [
    1,
    2,
    4,
    8,
    16
  ],
  "rqa_threshold": null,
  "pooling_type": "combined",
  "epsilon_range": [
    0.01,
    0.1,
    0.5,
    1.0
  ],
  "use_correlation_dim": true,
  "use_lyapunov_dim": true,
  "use_entropy": true
}
2025-08-30 14:28:32,270 - root - INFO - Using device: cpu
2025-08-30 14:28:33,066 - root - INFO - Creating data loaders...
2025-08-30 15:04:40,643 - root - INFO - Number of speakers: 149
2025-08-30 15:04:40,647 - root - INFO - Creating model...
2025-08-30 15:05:06,872 - root - INFO - Starting training...
2025-08-30 15:27:05,819 - root - INFO - Epoch 1 [20/314] - Loss: 11.1809, Acc: 0.0000
2025-08-30 15:27:36,238 - root - INFO - Epoch 1 [30/314] - Loss: 10.7908, Acc: 0.0000
2025-08-30 15:28:06,753 - root - INFO - Epoch 1 [40/314] - Loss: 11.0103, Acc: 0.0000
2025-08-30 15:28:36,832 - root - INFO - Epoch 1 [50/314] - Loss: 10.8274, Acc: 0.0000
2025-08-30 15:29:06,921 - root - INFO - Epoch 1 [60/314] - Loss: 10.6632, Acc: 0.0000
2025-08-30 15:29:37,032 - root - INFO - Epoch 1 [70/314] - Loss: 10.8472, Acc: 0.0000
2025-08-30 15:30:07,108 - root - INFO - Epoch 1 [80/314] - Loss: 10.8392, Acc: 0.0000
2025-08-30 15:30:37,240 - root - INFO - Epoch 1 [90/314] - Loss: 10.7908, Acc: 0.0000
2025-08-30 15:31:07,603 - root - INFO - Epoch 1 [100/314] - Loss: 10.8449, Acc: 0.0000
2025-08-30 15:31:37,694 - root - INFO - Epoch 1 [110/314] - Loss: 10.6879, Acc: 0.0000
2025-08-30 15:32:08,057 - root - INFO - Epoch 1 [120/314] - Loss: 10.7966, Acc: 0.0000
2025-08-30 15:32:38,291 - root - INFO - Epoch 1 [130/314] - Loss: 10.4498, Acc: 0.0000
2025-08-30 15:33:08,496 - root - INFO - Epoch 1 [140/314] - Loss: 10.8924, Acc: 0.0000
2025-08-30 15:33:38,706 - root - INFO - Epoch 1 [150/314] - Loss: 10.8091, Acc: 0.0000
2025-08-30 15:34:08,963 - root - INFO - Epoch 1 [160/314] - Loss: 11.1356, Acc: 0.0000
2025-08-30 15:34:39,341 - root - INFO - Epoch 1 [170/314] - Loss: 10.8414, Acc: 0.0000
2025-08-30 15:35:09,403 - root - INFO - Epoch 1 [180/314] - Loss: 11.0635, Acc: 0.0000
2025-08-30 15:35:39,683 - root - INFO - Epoch 1 [190/314] - Loss: 10.7262, Acc: 0.0000
2025-08-30 15:36:09,818 - root - INFO - Epoch 1 [200/314] - Loss: 10.4988, Acc: 0.0000
2025-08-30 15:36:40,090 - root - INFO - Epoch 1 [210/314] - Loss: 10.2363, Acc: 0.0000
2025-08-30 15:37:10,389 - root - INFO - Epoch 1 [220/314] - Loss: 10.7967, Acc: 0.0000
2025-08-30 15:37:40,813 - root - INFO - Epoch 1 [230/314] - Loss: 10.5088, Acc: 0.0000
2025-08-30 15:38:11,042 - root - INFO - Epoch 1 [240/314] - Loss: 10.5115, Acc: 0.0000
2025-08-30 15:38:41,246 - root - INFO - Epoch 1 [250/314] - Loss: 10.7256, Acc: 0.0000
2025-08-30 15:39:11,571 - root - INFO - Epoch 1 [260/314] - Loss: 10.7670, Acc: 0.0000
2025-08-30 15:39:42,305 - root - INFO - Epoch 1 [270/314] - Loss: 10.6940, Acc: 0.0000
2025-08-30 15:40:12,866 - root - INFO - Epoch 1 [280/314] - Loss: 10.9512, Acc: 0.0000
2025-08-30 15:40:43,013 - root - INFO - Epoch 1 [290/314] - Loss: 10.6482, Acc: 0.0000
2025-08-30 15:41:13,309 - root - INFO - Epoch 1 [300/314] - Loss: 10.6052, Acc: 0.0000
2025-08-30 15:41:42,812 - root - INFO - Epoch 1 [310/314] - Loss: 10.2822, Acc: 0.0000
2025-08-30 15:41:54,030 - root - INFO - Epoch 1 completed - Avg Loss: 10.7342, Avg Acc: 0.0000
2025-08-30 15:44:21,904 - root - INFO - Validation Epoch 1 - Loss: 8.2464, Acc: 0.0000
2025-08-30 15:46:11,674 - root - INFO - Epoch 2 [10/314] - Loss: 10.8720, Acc: 0.0000
2025-08-30 15:46:42,238 - root - INFO - Epoch 2 [20/314] - Loss: 10.6222, Acc: 0.0000
2025-08-30 15:47:12,620 - root - INFO - Epoch 2 [30/314] - Loss: 10.5203, Acc: 0.0000
2025-08-30 15:47:43,201 - root - INFO - Epoch 2 [40/314] - Loss: 10.4361, Acc: 0.0000
2025-08-30 15:48:15,861 - root - INFO - Epoch 2 [50/314] - Loss: 10.7056, Acc: 0.0000
2025-08-30 15:48:46,660 - root - INFO - Epoch 2 [60/314] - Loss: 10.6103, Acc: 0.0000
2025-08-30 15:49:18,024 - root - INFO - Epoch 2 [70/314] - Loss: 10.8967, Acc: 0.0000
2025-08-30 15:49:48,546 - root - INFO - Epoch 2 [80/314] - Loss: 10.6723, Acc: 0.0000
2025-08-30 15:50:19,244 - root - INFO - Epoch 2 [90/314] - Loss: 10.5443, Acc: 0.0000
2025-08-30 15:50:50,118 - root - INFO - Epoch 2 [100/314] - Loss: 10.5643, Acc: 0.0000
2025-08-30 15:51:20,959 - root - INFO - Epoch 2 [110/314] - Loss: 10.5859, Acc: 0.0000
2025-08-30 15:51:51,521 - root - INFO - Epoch 2 [120/314] - Loss: 10.7187, Acc: 0.0000
2025-08-30 15:52:22,374 - root - INFO - Epoch 2 [130/314] - Loss: 10.7245, Acc: 0.0000
2025-08-30 15:52:53,155 - root - INFO - Epoch 2 [140/314] - Loss: 10.3689, Acc: 0.0000
2025-08-30 15:53:23,756 - root - INFO - Epoch 2 [150/314] - Loss: 10.5762, Acc: 0.0000
2025-08-30 15:53:54,477 - root - INFO - Epoch 2 [160/314] - Loss: 10.7475, Acc: 0.0000
2025-08-30 15:54:25,264 - root - INFO - Epoch 2 [170/314] - Loss: 10.5998, Acc: 0.0000
2025-08-30 15:54:56,011 - root - INFO - Epoch 2 [180/314] - Loss: 10.4706, Acc: 0.0000
2025-08-30 15:55:26,736 - root - INFO - Epoch 2 [190/314] - Loss: 10.8082, Acc: 0.0000
2025-08-30 15:55:57,590 - root - INFO - Epoch 2 [200/314] - Loss: 10.3390, Acc: 0.0000
2025-08-30 15:56:28,166 - root - INFO - Epoch 2 [210/314] - Loss: 10.8728, Acc: 0.0000
2025-08-30 15:57:00,118 - root - INFO - Epoch 2 [220/314] - Loss: 10.5179, Acc: 0.0000
2025-08-30 15:57:30,937 - root - INFO - Epoch 2 [230/314] - Loss: 10.5805, Acc: 0.0000
2025-08-30 15:58:01,611 - root - INFO - Epoch 2 [240/314] - Loss: 10.7828, Acc: 0.0000
2025-08-30 15:58:32,342 - root - INFO - Epoch 2 [250/314] - Loss: 10.8638, Acc: 0.0000
2025-08-30 15:59:02,985 - root - INFO - Epoch 2 [260/314] - Loss: 10.4103, Acc: 0.0000
2025-08-30 15:59:33,685 - root - INFO - Epoch 2 [270/314] - Loss: 10.5325, Acc: 0.0000
2025-08-30 16:00:04,383 - root - INFO - Epoch 2 [280/314] - Loss: 10.8327, Acc: 0.0000
2025-08-30 16:00:34,841 - root - INFO - Epoch 2 [290/314] - Loss: 10.4828, Acc: 0.0000
2025-08-30 16:01:05,159 - root - INFO - Epoch 2 [300/314] - Loss: 10.4408, Acc: 0.0000
2025-08-30 16:01:34,861 - root - INFO - Epoch 2 [310/314] - Loss: 10.5363, Acc: 0.0000
2025-08-30 16:01:46,310 - root - INFO - Epoch 2 completed - Avg Loss: 10.6420, Avg Acc: 0.0000
2025-08-30 16:04:13,161 - root - INFO - Validation Epoch 2 - Loss: 9.1181, Acc: 0.0000
2025-08-30 16:06:00,110 - root - INFO - Epoch 3 [10/314] - Loss: 10.5332, Acc: 0.0000
2025-08-30 16:06:30,608 - root - INFO - Epoch 3 [20/314] - Loss: 10.6502, Acc: 0.0000
2025-08-30 16:07:00,951 - root - INFO - Epoch 3 [30/314] - Loss: 10.4473, Acc: 0.0000
2025-08-30 16:07:31,299 - root - INFO - Epoch 3 [40/314] - Loss: 10.9879, Acc: 0.0000
2025-08-30 16:08:01,486 - root - INFO - Epoch 3 [50/314] - Loss: 10.5375, Acc: 0.0000
2025-08-30 16:08:31,702 - root - INFO - Epoch 3 [60/314] - Loss: 10.5215, Acc: 0.0000
2025-08-30 16:09:02,361 - root - INFO - Epoch 3 [70/314] - Loss: 10.9772, Acc: 0.0000
2025-08-30 16:09:32,705 - root - INFO - Epoch 3 [80/314] - Loss: 10.5368, Acc: 0.0000
2025-08-30 16:10:02,994 - root - INFO - Epoch 3 [90/314] - Loss: 10.5575, Acc: 0.0000
2025-08-30 16:10:33,458 - root - INFO - Epoch 3 [100/314] - Loss: 10.7080, Acc: 0.0000
2025-08-30 16:11:03,936 - root - INFO - Epoch 3 [110/314] - Loss: 10.9558, Acc: 0.0000
2025-08-30 16:11:34,197 - root - INFO - Epoch 3 [120/314] - Loss: 10.5824, Acc: 0.0000
2025-08-30 16:12:04,340 - root - INFO - Epoch 3 [130/314] - Loss: 10.6955, Acc: 0.0000
2025-08-30 16:12:34,549 - root - INFO - Epoch 3 [140/314] - Loss: 10.5785, Acc: 0.0000
2025-08-30 16:13:04,622 - root - INFO - Epoch 3 [150/314] - Loss: 10.5674, Acc: 0.0000
2025-08-30 16:13:34,977 - root - INFO - Epoch 3 [160/314] - Loss: 10.5120, Acc: 0.0000
2025-08-30 16:14:05,191 - root - INFO - Epoch 3 [170/314] - Loss: 10.2527, Acc: 0.0000
2025-08-30 16:14:35,267 - root - INFO - Epoch 3 [180/314] - Loss: 10.6577, Acc: 0.0000
2025-08-30 16:15:05,464 - root - INFO - Epoch 3 [190/314] - Loss: 10.1485, Acc: 0.0000
2025-08-30 16:15:35,886 - root - INFO - Epoch 3 [200/314] - Loss: 10.5941, Acc: 0.0000
2025-08-30 16:16:06,049 - root - INFO - Epoch 3 [210/314] - Loss: 10.6973, Acc: 0.0000
2025-08-30 16:16:36,335 - root - INFO - Epoch 3 [220/314] - Loss: 10.5676, Acc: 0.0000
2025-08-30 16:17:06,518 - root - INFO - Epoch 3 [230/314] - Loss: 10.6706, Acc: 0.0000
2025-08-30 16:17:36,711 - root - INFO - Epoch 3 [240/314] - Loss: 10.9148, Acc: 0.0000
2025-08-30 16:18:06,921 - root - INFO - Epoch 3 [250/314] - Loss: 11.0964, Acc: 0.0000
2025-08-30 16:18:37,481 - root - INFO - Epoch 3 [260/314] - Loss: 10.7269, Acc: 0.0000
2025-08-30 16:19:07,703 - root - INFO - Epoch 3 [270/314] - Loss: 10.7389, Acc: 0.0000
2025-08-30 16:19:38,010 - root - INFO - Epoch 3 [280/314] - Loss: 10.9204, Acc: 0.0000
2025-08-30 16:20:08,164 - root - INFO - Epoch 3 [290/314] - Loss: 10.5557, Acc: 0.0000
2025-08-30 16:20:38,452 - root - INFO - Epoch 3 [300/314] - Loss: 10.7714, Acc: 0.0000
2025-08-30 16:21:07,889 - root - INFO - Epoch 3 [310/314] - Loss: 10.5885, Acc: 0.0000
2025-08-30 16:21:19,097 - root - INFO - Epoch 3 completed - Avg Loss: 10.6549, Avg Acc: 0.0000
2025-08-30 16:23:28,295 - root - INFO - Validation Epoch 3 - Loss: 9.4995, Acc: 0.0000
2025-08-30 16:25:20,577 - root - INFO - Epoch 4 [10/314] - Loss: 10.5903, Acc: 0.0000
2025-08-30 16:25:51,002 - root - INFO - Epoch 4 [20/314] - Loss: 10.8031, Acc: 0.0000
2025-08-30 16:26:21,450 - root - INFO - Epoch 4 [30/314] - Loss: 10.7030, Acc: 0.0000
2025-08-30 16:26:52,404 - root - INFO - Epoch 4 [40/314] - Loss: 10.5002, Acc: 0.0000
2025-08-30 16:27:25,649 - root - INFO - Epoch 4 [50/314] - Loss: 10.7774, Acc: 0.0000
2025-08-30 16:27:55,924 - root - INFO - Epoch 4 [60/314] - Loss: 10.7545, Acc: 0.0000
2025-08-30 16:28:26,285 - root - INFO - Epoch 4 [70/314] - Loss: 10.7127, Acc: 0.0000
2025-08-30 16:28:56,396 - root - INFO - Epoch 4 [80/314] - Loss: 10.8048, Acc: 0.0000
2025-08-30 16:29:26,573 - root - INFO - Epoch 4 [90/314] - Loss: 10.6471, Acc: 0.0000
2025-08-30 16:29:56,806 - root - INFO - Epoch 4 [100/314] - Loss: 10.7280, Acc: 0.0000
2025-08-30 16:30:27,039 - root - INFO - Epoch 4 [110/314] - Loss: 10.5016, Acc: 0.0000
2025-08-30 16:30:57,183 - root - INFO - Epoch 4 [120/314] - Loss: 10.6465, Acc: 0.0000
2025-08-30 16:31:27,523 - root - INFO - Epoch 4 [130/314] - Loss: 10.6490, Acc: 0.0000
2025-08-30 16:31:57,874 - root - INFO - Epoch 4 [140/314] - Loss: 10.5676, Acc: 0.0000
2025-08-30 16:32:28,220 - root - INFO - Epoch 4 [150/314] - Loss: 10.2371, Acc: 0.0000
2025-08-30 16:32:58,603 - root - INFO - Epoch 4 [160/314] - Loss: 10.8206, Acc: 0.0000
2025-08-30 16:33:28,891 - root - INFO - Epoch 4 [170/314] - Loss: 10.4675, Acc: 0.0000
2025-08-30 16:33:59,117 - root - INFO - Epoch 4 [180/314] - Loss: 10.6235, Acc: 0.0000
2025-08-30 16:34:29,508 - root - INFO - Epoch 4 [190/314] - Loss: 10.6874, Acc: 0.0000
2025-08-30 16:34:59,716 - root - INFO - Epoch 4 [200/314] - Loss: 10.4720, Acc: 0.0000
2025-08-30 16:35:29,786 - root - INFO - Epoch 4 [210/314] - Loss: 10.5344, Acc: 0.0000
2025-08-30 16:35:59,815 - root - INFO - Epoch 4 [220/314] - Loss: 10.7381, Acc: 0.0000
2025-08-30 16:36:30,130 - root - INFO - Epoch 4 [230/314] - Loss: 10.7234, Acc: 0.0000
2025-08-30 16:37:00,476 - root - INFO - Epoch 4 [240/314] - Loss: 10.6470, Acc: 0.0000
2025-08-30 16:37:31,023 - root - INFO - Epoch 4 [250/314] - Loss: 10.6202, Acc: 0.0000
2025-08-30 16:38:01,168 - root - INFO - Epoch 4 [260/314] - Loss: 10.6330, Acc: 0.0000
2025-08-30 16:38:31,284 - root - INFO - Epoch 4 [270/314] - Loss: 10.6146, Acc: 0.0000
2025-08-30 16:39:01,829 - root - INFO - Epoch 4 [280/314] - Loss: 10.7446, Acc: 0.0000
2025-08-30 16:39:31,981 - root - INFO - Epoch 4 [290/314] - Loss: 10.8345, Acc: 0.0000
2025-08-30 16:40:02,395 - root - INFO - Epoch 4 [300/314] - Loss: 10.8279, Acc: 0.0000
2025-08-30 16:40:31,785 - root - INFO - Epoch 4 [310/314] - Loss: 10.6883, Acc: 0.0000
2025-08-30 16:40:42,962 - root - INFO - Epoch 4 completed - Avg Loss: 10.6743, Avg Acc: 0.0000
2025-08-30 16:43:10,707 - root - INFO - Validation Epoch 4 - Loss: 9.4755, Acc: 0.0000
2025-08-30 16:43:11,384 - root - INFO - Checkpoint saved at checkpoints\checkpoint_epoch_4.pt
2025-08-30 16:45:01,023 - root - INFO - Epoch 5 [10/314] - Loss: 10.6003, Acc: 0.0000
2025-08-30 16:45:31,652 - root - INFO - Epoch 5 [20/314] - Loss: 10.7410, Acc: 0.0000
2025-08-30 16:46:02,144 - root - INFO - Epoch 5 [30/314] - Loss: 10.4462, Acc: 0.0000
2025-08-30 16:46:32,315 - root - INFO - Epoch 5 [40/314] - Loss: 10.6194, Acc: 0.0000
2025-08-30 16:47:02,357 - root - INFO - Epoch 5 [50/314] - Loss: 10.4813, Acc: 0.0000
2025-08-30 16:47:32,615 - root - INFO - Epoch 5 [60/314] - Loss: 10.3495, Acc: 0.0000
2025-08-30 16:48:02,741 - root - INFO - Epoch 5 [70/314] - Loss: 10.5375, Acc: 0.0000
2025-08-30 16:48:32,916 - root - INFO - Epoch 5 [80/314] - Loss: 10.6674, Acc: 0.0000
2025-08-30 16:49:02,972 - root - INFO - Epoch 5 [90/314] - Loss: 10.5439, Acc: 0.0000
2025-08-30 16:49:33,167 - root - INFO - Epoch 5 [100/314] - Loss: 10.7478, Acc: 0.0000
2025-08-30 16:50:03,303 - root - INFO - Epoch 5 [110/314] - Loss: 10.8213, Acc: 0.0000
2025-08-30 16:50:33,432 - root - INFO - Epoch 5 [120/314] - Loss: 10.9072, Acc: 0.0000
2025-08-30 16:51:03,522 - root - INFO - Epoch 5 [130/314] - Loss: 10.5150, Acc: 0.0000
2025-08-30 16:51:33,681 - root - INFO - Epoch 5 [140/314] - Loss: 10.7861, Acc: 0.0000
2025-08-30 16:52:03,855 - root - INFO - Epoch 5 [150/314] - Loss: 10.8580, Acc: 0.0000
2025-08-30 16:52:34,077 - root - INFO - Epoch 5 [160/314] - Loss: 10.8386, Acc: 0.0000
2025-08-30 16:53:04,144 - root - INFO - Epoch 5 [170/314] - Loss: 10.8310, Acc: 0.0000
2025-08-30 16:53:34,245 - root - INFO - Epoch 5 [180/314] - Loss: 10.8673, Acc: 0.0000
2025-08-30 16:54:04,788 - root - INFO - Epoch 5 [190/314] - Loss: 10.9022, Acc: 0.0000
2025-08-30 16:54:34,939 - root - INFO - Epoch 5 [200/314] - Loss: 10.8946, Acc: 0.0000
2025-08-30 16:55:05,367 - root - INFO - Epoch 5 [210/314] - Loss: 10.9224, Acc: 0.0000
2025-08-30 16:55:35,553 - root - INFO - Epoch 5 [220/314] - Loss: 10.7772, Acc: 0.0000
2025-08-30 16:56:05,870 - root - INFO - Epoch 5 [230/314] - Loss: 10.7402, Acc: 0.0000
2025-08-30 16:56:36,534 - root - INFO - Epoch 5 [240/314] - Loss: 10.7269, Acc: 0.0000
2025-08-30 16:57:07,105 - root - INFO - Epoch 5 [250/314] - Loss: 11.0242, Acc: 0.0000
2025-08-30 16:57:37,360 - root - INFO - Epoch 5 [260/314] - Loss: 10.8097, Acc: 0.0000
2025-08-30 16:58:07,580 - root - INFO - Epoch 5 [270/314] - Loss: 10.6912, Acc: 0.0000
2025-08-30 16:58:37,870 - root - INFO - Epoch 5 [280/314] - Loss: 10.5510, Acc: 0.0000
2025-08-30 16:59:07,926 - root - INFO - Epoch 5 [290/314] - Loss: 10.6955, Acc: 0.0000
2025-08-30 16:59:38,281 - root - INFO - Epoch 5 [300/314] - Loss: 10.8754, Acc: 0.0000
2025-08-30 17:00:07,611 - root - INFO - Epoch 5 [310/314] - Loss: 10.7678, Acc: 0.0000
2025-08-30 17:00:18,803 - root - INFO - Epoch 5 completed - Avg Loss: 10.7150, Avg Acc: 0.0000
2025-08-30 17:02:40,875 - root - INFO - Validation Epoch 5 - Loss: 10.8621, Acc: 0.0000
2025-08-30 17:04:32,105 - root - INFO - Epoch 6 [10/314] - Loss: 10.6912, Acc: 0.0000
2025-08-30 17:05:02,380 - root - INFO - Epoch 6 [20/314] - Loss: 10.8270, Acc: 0.0000
2025-08-30 17:05:33,000 - root - INFO - Epoch 6 [30/314] - Loss: 10.4740, Acc: 0.0000
2025-08-30 17:06:03,142 - root - INFO - Epoch 6 [40/314] - Loss: 10.6306, Acc: 0.0000
2025-08-30 17:06:33,450 - root - INFO - Epoch 6 [50/314] - Loss: 10.5717, Acc: 0.0000
2025-08-30 17:07:03,754 - root - INFO - Epoch 6 [60/314] - Loss: 10.8576, Acc: 0.0000
2025-08-30 17:07:34,019 - root - INFO - Epoch 6 [70/314] - Loss: 10.6556, Acc: 0.0000
2025-08-30 17:08:03,988 - root - INFO - Epoch 6 [80/314] - Loss: 10.6358, Acc: 0.0000
2025-08-30 17:08:34,302 - root - INFO - Epoch 6 [90/314] - Loss: 10.7560, Acc: 0.0000
2025-08-30 17:09:04,919 - root - INFO - Epoch 6 [100/314] - Loss: 10.8476, Acc: 0.0000
2025-08-30 17:09:35,142 - root - INFO - Epoch 6 [110/314] - Loss: 10.9074, Acc: 0.0000
2025-08-30 17:10:05,391 - root - INFO - Epoch 6 [120/314] - Loss: 10.6955, Acc: 0.0000
2025-08-30 17:10:35,494 - root - INFO - Epoch 6 [130/314] - Loss: 10.7560, Acc: 0.0000
2025-08-30 17:11:05,574 - root - INFO - Epoch 6 [140/314] - Loss: 10.6626, Acc: 0.0000
2025-08-30 17:11:35,717 - root - INFO - Epoch 6 [150/314] - Loss: 10.8785, Acc: 0.0000
2025-08-30 17:12:05,849 - root - INFO - Epoch 6 [160/314] - Loss: 10.6486, Acc: 0.0000
2025-08-30 17:12:36,127 - root - INFO - Epoch 6 [170/314] - Loss: 10.5951, Acc: 0.0000
2025-08-30 17:13:06,195 - root - INFO - Epoch 6 [180/314] - Loss: 10.6889, Acc: 0.0000
2025-08-30 17:13:36,394 - root - INFO - Epoch 6 [190/314] - Loss: 10.9304, Acc: 0.0000
2025-08-30 17:14:06,477 - root - INFO - Epoch 6 [200/314] - Loss: 10.5952, Acc: 0.0000
2025-08-30 17:14:36,588 - root - INFO - Epoch 6 [210/314] - Loss: 10.4868, Acc: 0.0000
2025-08-30 17:15:06,748 - root - INFO - Epoch 6 [220/314] - Loss: 10.7391, Acc: 0.0000
2025-08-30 17:15:37,068 - root - INFO - Epoch 6 [230/314] - Loss: 10.6870, Acc: 0.0000
2025-08-30 17:16:07,216 - root - INFO - Epoch 6 [240/314] - Loss: 10.8296, Acc: 0.0000
